,short_name,fish_id,time_point,macrophage_count,time_in_min,cancer_cells,dpi
3343,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,45.0,9.0,2340.0,LBT003,1.0
3346,220118_LBT003_1dpi_Pos001,220118_LBT003_Pos001,48.0,11.0,2400.0,LBT003,1.0
3349,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,0.0,47.0,1440.0,LBT003,1.0
3352,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,3.0,44.0,1500.0,LBT003,1.0
3355,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,6.0,42.0,1560.0,LBT003,1.0
3358,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,9.0,35.0,1620.0,LBT003,1.0
3361,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,12.0,36.0,1680.0,LBT003,1.0
3364,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,15.0,38.0,1740.0,LBT003,1.0
3367,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,18.0,36.0,1800.0,LBT003,1.0
3370,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,21.0,29.0,1860.0,LBT003,1.0
3373,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,24.0,25.0,1920.0,LBT003,1.0
3376,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,27.0,27.0,1980.0,LBT003,1.0
3379,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,30.0,23.0,2040.0,LBT003,1.0
3382,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,33.0,19.0,2100.0,LBT003,1.0
3385,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,36.0,19.0,2160.0,LBT003,1.0
3388,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,39.0,18.0,2220.0,LBT003,1.0
3391,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,42.0,25.0,2280.0,LBT003,1.0
3394,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,45.0,20.0,2340.0,LBT003,1.0
3397,220118_LBT003_1dpi_Pos002,220118_LBT003_Pos002,48.0,24.0,2400.0,LBT003,1.0
3400,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,0.0,29.0,1440.0,LBT003,1.0
3403,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,3.0,28.0,1500.0,LBT003,1.0
3406,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,6.0,24.0,1560.0,LBT003,1.0
3409,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,9.0,21.0,1620.0,LBT003,1.0
3412,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,12.0,22.0,1680.0,LBT003,1.0
3415,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,15.0,20.0,1740.0,LBT003,1.0
3418,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,18.0,22.0,1800.0,LBT003,1.0
3421,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,21.0,25.0,1860.0,LBT003,1.0
3424,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,24.0,18.0,1920.0,LBT003,1.0
3427,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,27.0,17.0,1980.0,LBT003,1.0
3430,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,30.0,22.0,2040.0,LBT003,1.0
3433,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,33.0,16.0,2100.0,LBT003,1.0
3436,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,36.0,18.0,2160.0,LBT003,1.0
3439,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,39.0,15.0,2220.0,LBT003,1.0
3442,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,42.0,15.0,2280.0,LBT003,1.0
3445,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,45.0,8.0,2340.0,LBT003,1.0
3448,220118_LBT003_1dpi_Pos003,220118_LBT003_Pos003,48.0,17.0,2400.0,LBT003,1.0
3451,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,0.0,26.0,1440.0,LBT003,1.0
3454,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,3.0,18.0,1500.0,LBT003,1.0
3457,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,6.0,23.0,1560.0,LBT003,1.0
3460,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,9.0,28.0,1620.0,LBT003,1.0
3463,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,12.0,26.0,1680.0,LBT003,1.0
3466,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,15.0,31.0,1740.0,LBT003,1.0
3469,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,18.0,27.0,1800.0,LBT003,1.0
3472,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,21.0,30.0,1860.0,LBT003,1.0
3475,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,24.0,19.0,1920.0,LBT003,1.0
3478,220118_LBT003_1dpi_Pos004,220118_LBT003_Pos004,27.0,27.0,1980.0,LBT003,1.0
3481,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,0.0,58.0,1440.0,BT333,1.0
3484,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,3.0,48.0,1500.0,BT333,1.0
3487,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,6.0,46.0,1560.0,BT333,1.0
3490,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,9.0,44.0,1620.0,BT333,1.0
3493,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,12.0,40.0,1680.0,BT333,1.0
3496,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,15.0,40.0,1740.0,BT333,1.0
3499,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,18.0,32.0,1800.0,BT333,1.0
3502,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,21.0,27.0,1860.0,BT333,1.0
3505,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,24.0,25.0,1920.0,BT333,1.0
3508,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,27.0,24.0,1980.0,BT333,1.0
3511,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,30.0,22.0,2040.0,BT333,1.0
3514,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,33.0,26.0,2100.0,BT333,1.0
3517,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,36.0,24.0,2160.0,BT333,1.0
3520,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,39.0,30.0,2220.0,BT333,1.0
3523,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,42.0,19.0,2280.0,BT333,1.0
3526,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,45.0,17.0,2340.0,BT333,1.0
3529,220208_BT333_1dpi_Pos001,220208_BT333_Pos001,48.0,20.0,2400.0,BT333,1.0
3532,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,0.0,40.0,1440.0,BT333,1.0
3535,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,3.0,34.0,1500.0,BT333,1.0
3538,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,6.0,29.0,1560.0,BT333,1.0
3541,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,9.0,23.0,1620.0,BT333,1.0
3544,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,12.0,21.0,1680.0,BT333,1.0
3547,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,15.0,16.0,1740.0,BT333,1.0
3550,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,18.0,23.0,1800.0,BT333,1.0
3553,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,21.0,22.0,1860.0,BT333,1.0
3556,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,24.0,18.0,1920.0,BT333,1.0
3559,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,27.0,16.0,1980.0,BT333,1.0
3562,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,30.0,16.0,2040.0,BT333,1.0
3565,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,33.0,12.0,2100.0,BT333,1.0
3568,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,36.0,17.0,2160.0,BT333,1.0
3571,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,39.0,15.0,2220.0,BT333,1.0
3574,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,42.0,13.0,2280.0,BT333,1.0
3577,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,45.0,21.0,2340.0,BT333,1.0
3580,220208_BT333_1dpi_Pos002,220208_BT333_Pos002,48.0,24.0,2400.0,BT333,1.0
3583,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,0.0,48.0,1440.0,BT333,1.0
3586,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,3.0,51.0,1500.0,BT333,1.0
3589,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,6.0,53.0,1560.0,BT333,1.0
3592,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,9.0,51.0,1620.0,BT333,1.0
3595,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,12.0,47.0,1680.0,BT333,1.0
3598,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,15.0,48.0,1740.0,BT333,1.0
3601,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,18.0,40.0,1800.0,BT333,1.0
3604,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,21.0,38.0,1860.0,BT333,1.0
3607,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,24.0,33.0,1920.0,BT333,1.0
3610,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,27.0,36.0,1980.0,BT333,1.0
3613,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,30.0,29.0,2040.0,BT333,1.0
3616,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,33.0,24.0,2100.0,BT333,1.0
3619,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,36.0,30.0,2160.0,BT333,1.0
3622,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,39.0,30.0,2220.0,BT333,1.0
3625,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,42.0,28.0,2280.0,BT333,1.0
3628,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,45.0,26.0,2340.0,BT333,1.0
3631,220208_BT333_1dpi_Pos003,220208_BT333_Pos003,48.0,22.0,2400.0,BT333,1.0
3634,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,0.0,62.0,1440.0,BT333,1.0
3637,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,3.0,57.0,1500.0,BT333,1.0
3640,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,6.0,51.0,1560.0,BT333,1.0
3643,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,9.0,49.0,1620.0,BT333,1.0
3646,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,12.0,54.0,1680.0,BT333,1.0
3649,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,15.0,47.0,1740.0,BT333,1.0
3652,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,18.0,48.0,1800.0,BT333,1.0
3655,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,21.0,40.0,1860.0,BT333,1.0
3658,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,24.0,42.0,1920.0,BT333,1.0
3661,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,27.0,36.0,1980.0,BT333,1.0
3664,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,30.0,39.0,2040.0,BT333,1.0
3667,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,33.0,30.0,2100.0,BT333,1.0
3670,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,36.0,31.0,2160.0,BT333,1.0
3673,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,39.0,25.0,2220.0,BT333,1.0
3676,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,42.0,28.0,2280.0,BT333,1.0
3679,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,45.0,25.0,2340.0,BT333,1.0
3682,220208_BT333_1dpi_Pos004,220208_BT333_Pos004,48.0,23.0,2400.0,BT333,1.0
3685,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,0.0,31.0,1440.0,BT333,1.0
3688,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,3.0,28.0,1500.0,BT333,1.0
3691,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,6.0,27.0,1560.0,BT333,1.0
3694,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,9.0,29.0,1620.0,BT333,1.0
3697,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,12.0,23.0,1680.0,BT333,1.0
3700,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,15.0,22.0,1740.0,BT333,1.0
3703,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,18.0,18.0,1800.0,BT333,1.0
3706,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,21.0,21.0,1860.0,BT333,1.0
3709,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,24.0,18.0,1920.0,BT333,1.0
3712,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,27.0,20.0,1980.0,BT333,1.0
3715,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,30.0,18.0,2040.0,BT333,1.0
3718,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,33.0,13.0,2100.0,BT333,1.0
3721,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,36.0,14.0,2160.0,BT333,1.0
3724,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,39.0,13.0,2220.0,BT333,1.0
3727,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,42.0,13.0,2280.0,BT333,1.0
3730,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,45.0,14.0,2340.0,BT333,1.0
3733,220208_BT333_1dpi_Pos005,220208_BT333_Pos005,48.0,14.0,2400.0,BT333,1.0
3736,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,0.0,61.0,1440.0,BT333,1.0
3739,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,3.0,62.0,1500.0,BT333,1.0
3742,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,6.0,53.0,1560.0,BT333,1.0
3745,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,9.0,47.0,1620.0,BT333,1.0
3748,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,12.0,59.0,1680.0,BT333,1.0
3751,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,15.0,49.0,1740.0,BT333,1.0
3754,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,18.0,49.0,1800.0,BT333,1.0
3757,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,21.0,49.0,1860.0,BT333,1.0
3760,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,24.0,41.0,1920.0,BT333,1.0
3763,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,27.0,32.0,1980.0,BT333,1.0
3766,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,30.0,28.0,2040.0,BT333,1.0
3769,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,33.0,29.0,2100.0,BT333,1.0
3772,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,36.0,26.0,2160.0,BT333,1.0
3775,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,39.0,25.0,2220.0,BT333,1.0
3778,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,42.0,27.0,2280.0,BT333,1.0
3781,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,45.0,21.0,2340.0,BT333,1.0
3784,220208_BT333_1dpi_Pos006,220208_BT333_Pos006,48.0,21.0,2400.0,BT333,1.0
3787,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,0.0,20.0,1440.0,LBT003,1.0
3790,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,3.0,17.0,1500.0,LBT003,1.0
3793,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,6.0,14.0,1560.0,LBT003,1.0
3796,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,9.0,15.0,1620.0,LBT003,1.0
3799,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,12.0,14.0,1680.0,LBT003,1.0
3802,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,15.0,11.0,1740.0,LBT003,1.0
3805,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,18.0,10.0,1800.0,LBT003,1.0
3808,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,21.0,7.0,1860.0,LBT003,1.0
3811,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,24.0,5.0,1920.0,LBT003,1.0
3814,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,27.0,8.0,1980.0,LBT003,1.0
3817,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,30.0,6.0,2040.0,LBT003,1.0
3820,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,33.0,5.0,2100.0,LBT003,1.0
3823,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,36.0,4.0,2160.0,LBT003,1.0
3826,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,39.0,6.0,2220.0,LBT003,1.0
3829,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,42.0,6.0,2280.0,LBT003,1.0
3832,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,45.0,6.0,2340.0,LBT003,1.0
3835,220215_LBT003_1dpi_Pos001,220215_LBT003_Pos001,48.0,3.0,2400.0,LBT003,1.0
3838,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,0.0,75.0,1440.0,LBT003,1.0
3841,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,3.0,70.0,1500.0,LBT003,1.0
3844,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,6.0,57.0,1560.0,LBT003,1.0
3847,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,9.0,51.0,1620.0,LBT003,1.0
3850,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,12.0,45.0,1680.0,LBT003,1.0
3853,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,15.0,37.0,1740.0,LBT003,1.0
3856,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,18.0,47.0,1800.0,LBT003,1.0
3859,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,21.0,43.0,1860.0,LBT003,1.0
3862,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,24.0,37.0,1920.0,LBT003,1.0
3865,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,27.0,35.0,1980.0,LBT003,1.0
3868,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,30.0,39.0,2040.0,LBT003,1.0
3871,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,33.0,43.0,2100.0,LBT003,1.0
3874,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,36.0,36.0,2160.0,LBT003,1.0
3877,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,39.0,30.0,2220.0,LBT003,1.0
3880,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,42.0,36.0,2280.0,LBT003,1.0
3883,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,45.0,32.0,2340.0,LBT003,1.0
3886,220215_LBT003_1dpi_Pos002,220215_LBT003_Pos002,48.0,27.0,2400.0,LBT003,1.0
3889,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,0.0,72.0,1440.0,LBT003,1.0
3892,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,3.0,61.0,1500.0,LBT003,1.0
3895,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,6.0,55.0,1560.0,LBT003,1.0
3898,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,9.0,48.0,1620.0,LBT003,1.0
3901,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,12.0,49.0,1680.0,LBT003,1.0
3904,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,15.0,53.0,1740.0,LBT003,1.0
3907,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,18.0,42.0,1800.0,LBT003,1.0
3910,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,21.0,37.0,1860.0,LBT003,1.0
3913,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,24.0,32.0,1920.0,LBT003,1.0
3916,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,27.0,32.0,1980.0,LBT003,1.0
3919,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,30.0,33.0,2040.0,LBT003,1.0
3922,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,33.0,26.0,2100.0,LBT003,1.0
3925,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,36.0,32.0,2160.0,LBT003,1.0
3928,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,39.0,28.0,2220.0,LBT003,1.0
3931,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,42.0,28.0,2280.0,LBT003,1.0
3934,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,45.0,23.0,2340.0,LBT003,1.0
3937,220215_LBT003_1dpi_Pos003,220215_LBT003_Pos003,48.0,33.0,2400.0,LBT003,1.0
3940,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,0.0,51.0,1440.0,LBT003,1.0
3943,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,3.0,41.0,1500.0,LBT003,1.0
3946,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,6.0,38.0,1560.0,LBT003,1.0
3949,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,9.0,36.0,1620.0,LBT003,1.0
3952,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,12.0,42.0,1680.0,LBT003,1.0
3955,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,15.0,24.0,1740.0,LBT003,1.0
3958,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,18.0,27.0,1800.0,LBT003,1.0
3961,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,21.0,25.0,1860.0,LBT003,1.0
3964,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,24.0,30.0,1920.0,LBT003,1.0
3967,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,27.0,27.0,1980.0,LBT003,1.0
3970,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,30.0,21.0,2040.0,LBT003,1.0
3973,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,33.0,21.0,2100.0,LBT003,1.0
3976,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,36.0,19.0,2160.0,LBT003,1.0
3979,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,39.0,22.0,2220.0,LBT003,1.0
3982,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,42.0,18.0,2280.0,LBT003,1.0
3985,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,45.0,20.0,2340.0,LBT003,1.0
3988,220215_LBT003_1dpi_Pos004,220215_LBT003_Pos004,48.0,16.0,2400.0,LBT003,1.0
3991,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,0.0,37.0,1440.0,LBT003,1.0
3994,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,3.0,34.0,1500.0,LBT003,1.0
3997,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,6.0,36.0,1560.0,LBT003,1.0
4000,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,9.0,33.0,1620.0,LBT003,1.0
4003,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,12.0,36.0,1680.0,LBT003,1.0
4006,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,15.0,36.0,1740.0,LBT003,1.0
4009,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,18.0,41.0,1800.0,LBT003,1.0
4012,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,21.0,33.0,1860.0,LBT003,1.0
4015,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,24.0,34.0,1920.0,LBT003,1.0
4018,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,27.0,36.0,1980.0,LBT003,1.0
4021,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,30.0,34.0,2040.0,LBT003,1.0
4024,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,33.0,32.0,2100.0,LBT003,1.0
4027,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,36.0,40.0,2160.0,LBT003,1.0
4030,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,39.0,43.0,2220.0,LBT003,1.0
4033,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,42.0,40.0,2280.0,LBT003,1.0
4036,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,45.0,34.0,2340.0,LBT003,1.0
4039,220215_LBT003_1dpi_Pos005,220215_LBT003_Pos005,48.0,36.0,2400.0,LBT003,1.0
4042,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,0.0,65.0,1440.0,LBT003,1.0
4045,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,3.0,54.0,1500.0,LBT003,1.0
4048,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,6.0,58.0,1560.0,LBT003,1.0
4051,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,9.0,55.0,1620.0,LBT003,1.0
4054,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,12.0,50.0,1680.0,LBT003,1.0
4057,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,15.0,51.0,1740.0,LBT003,1.0
4060,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,18.0,50.0,1800.0,LBT003,1.0
4063,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,21.0,54.0,1860.0,LBT003,1.0
4066,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,24.0,54.0,1920.0,LBT003,1.0
4069,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,27.0,56.0,1980.0,LBT003,1.0
4072,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,30.0,47.0,2040.0,LBT003,1.0
4075,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,33.0,57.0,2100.0,LBT003,1.0
4078,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,36.0,55.0,2160.0,LBT003,1.0
4081,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,39.0,49.0,2220.0,LBT003,1.0
4084,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,42.0,54.0,2280.0,LBT003,1.0
4087,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,45.0,47.0,2340.0,LBT003,1.0
4090,220215_LBT003_1dpi_Pos006,220215_LBT003_Pos006,48.0,62.0,2400.0,LBT003,1.0
4093,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,0.0,86.0,1440.0,LBT003,1.0
4096,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,3.0,72.0,1500.0,LBT003,1.0
4099,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,6.0,62.0,1560.0,LBT003,1.0
4102,220329_LBT003_1dpi_Pos001,220329_LBT003_Pos001,9.0,52.0,1620.0,LBT003,1.0
